Tên Mão	Loại hình chính	Loại hình phụ	Phân loại chi tiết	Nặng	Giá	Ngũ hành	Độ bền	(Ngoại, nội) phòng	Thuộc tính hỗ trợ 1	Trị số Thuộc tính hỗ trợ 1	Thuộc tính hỗ trợ 2	Trị số Thuộc tính hỗ trợ 2	Số trang bị	Đắng cấp yêu cầu	Giới tính yêu cầu	Thể hình yêu cầu	Môn phái yêu cầu	Hiện hình nhỏ trên giao diện	Hiện hình lớn trên giao diện	Thuyết minh	ì°±áễÚẫớẫẽàÄấ±ºũÊơấạểÃàÄẽễấắÀàéÍÃỷìệ	Khi vứt ra ngoài sẽ hiển thị tên	File gốc	Cấp	Có/không thể giao dịch(0 được,1 không được,2 chỉ có thể bán ở tiệm,3 chỉ có thể bán)	Có/không thể vứt (0 được; 1 không được)	Lưu phái	Có/Không thể sửa (0Có/1Không)	Dự Lưu	Tiêu chí phát triển	Biên hiệu phát triển	Biên hiệu mở khóa	Biên hiệu kinh nghiệm
Tống_Uy Hổ Nguyên Soái Khôi	0	103	20641	10	40000	0	360	50;50					50496	790	2	4	Tân thủ không thể dùng	\image\item\cloth\°Áớỵì°Íãẵ¿éĂa1.spr	\image\item\cloth\°Áớỵì°Íãẵ¿éĂa0.spr	"Tứ Linh Thần, trấn bốn phương <color=Gold>(Cần đạt quân hàm Nguyên Soái hoặc Công Trạng đạt đến 12,000,000)"	ẵ¿éĂÅđ°ÁớỵÍã	Đã khóa	\script\newbattles\battle_equipment_jungong_or_junxian.lua	10	1	1	12	0					
Tống_Uy Hổ Nguyên Soái Khôi	0	103	20642	10	40000	0	360	50;50					50497	790	1	1	Tân thủ không thể dùng	\image\item\cloth\°Áớỵì°Íã±ờìẳa1.spr	\image\item\cloth\°Áớỵì°Íã±ờìẳa0.spr	"Tứ Linh Thần, trấn bốn phương <color=Gold>(Cần đạt quân hàm Nguyên Soái hoặc Công Trạng đạt đến 12,000,000)"	±ờìẳÄé°ÁớỵÍã	Đã khóa	\script\newbattles\battle_equipment_jungong_or_junxian.lua	10	1	1	14	0					
Tống_Uy Hổ Nguyên Soái Khôi	0	103	20643	10	40000	0	360	50;50					50498	790	1	2	Tân thủ không thể dùng	\image\item\cloth\°Áớỵì°Íã¿ýẻàa1.spr	\image\item\cloth\°Áớỵì°Íã¿ýẻàa0.spr	"Tứ Linh Thần, trấn bốn phương <color=Gold>(Cần đạt quân hàm Nguyên Soái hoặc Công Trạng đạt đến 12,000,000)"	¿ýẻàÄé°ÁớỵÍã	Đã khóa	\script\newbattles\battle_equipment_jungong_or_junxian.lua	10	1	1	14	0					
Tống_Uy Hổ Nguyên Soái Khôi	0	103	20644	10	40000	0	360	50;50					50499	790	2	3	Tân thủ không thể dùng	\image\item\cloth\°Áớỵì°Íãéễáéa1.spr	\image\item\cloth\°Áớỵì°Íãéễáéa0.spr	"Tứ Linh Thần, trấn bốn phương <color=Gold>(Cần đạt quân hàm Nguyên Soái hoặc Công Trạng đạt đến 12,000,000)"	éễáéÅđ°ÁớỵÍã	Đã khóa	\script\newbattles\battle_equipment_jungong_or_junxian.lua	10	1	1	14	0					
Tống_Uy Hổ Nguyên Soái Khôi	0	103	20645	10	40000	0	360	50;50					50500	790	2	4	Tân thủ không thể dùng	\image\item\cloth\°Áớỵì°Íãẵ¿éĂa1.spr	\image\item\cloth\°Áớỵì°Íãẵ¿éĂa0.spr	"Tứ Linh Thần, trấn bốn phương <color=Gold>(Cần đạt quân hàm Nguyên Soái hoặc Công Trạng đạt đến 12,000,000)"	ẵ¿éĂÅđ°ÁớỵÍã	Đã khóa	\script\newbattles\battle_equipment_jungong_or_junxian.lua	10	1	1	14	0					
Tống_Uy Hổ Nguyên Soái Khôi	0	103	20646	10	40000	0	360	50;50					50501	790	1	1	Tân thủ không thể dùng	\image\item\cloth\°Áớỵì°Íã±ờìẳa1.spr	\image\item\cloth\°Áớỵì°Íã±ờìẳa0.spr	"Tứ Linh Thần, trấn bốn phương <color=Gold>(Cần đạt quân hàm Nguyên Soái hoặc Công Trạng đạt đến 12,000,000)"	±ờìẳÄé°ÁớỵÍã	Đã khóa	\script\newbattles\battle_equipment_jungong_or_junxian.lua	10	1	1	15	0					
Tống_Uy Hổ Nguyên Soái Khôi	0	103	20647	10	40000	0	360	50;50					50502	790	1	2	Tân thủ không thể dùng	\image\item\cloth\°Áớỵì°Íã¿ýẻàa1.spr	\image\item\cloth\°Áớỵì°Íã¿ýẻàa0.spr	"Tứ Linh Thần, trấn bốn phương <color=Gold>(Cần đạt quân hàm Nguyên Soái hoặc Công Trạng đạt đến 12,000,000)"	¿ýẻàÄé°ÁớỵÍã	Đã khóa	\script\newbattles\battle_equipment_jungong_or_junxian.lua	10	1	1	15	0					
Tống_Uy Hổ Nguyên Soái Khôi	0	103	20648	10	40000	0	360	50;50					50503	790	2	3	Tân thủ không thể dùng	\image\item\cloth\°Áớỵì°Íãéễáéa1.spr	\image\item\cloth\°Áớỵì°Íãéễáéa0.spr	"Tứ Linh Thần, trấn bốn phương <color=Gold>(Cần đạt quân hàm Nguyên Soái hoặc Công Trạng đạt đến 12,000,000)"	éễáéÅđ°ÁớỵÍã	Đã khóa	\script\newbattles\battle_equipment_jungong_or_junxian.lua	10	1	1	15	0					
Tống_Uy Hổ Nguyên Soái Khôi	0	103	20649	10	40000	0	360	50;50					50504	790	2	4	Tân thủ không thể dùng	\image\item\cloth\°Áớỵì°Íãẵ¿éĂa1.spr	\image\item\cloth\°Áớỵì°Íãẵ¿éĂa0.spr	"Tứ Linh Thần, trấn bốn phương <color=Gold>(Cần đạt quân hàm Nguyên Soái hoặc Công Trạng đạt đến 12,000,000)"	ẵ¿éĂÅđ°ÁớỵÍã	Đã khóa	\script\newbattles\battle_equipment_jungong_or_junxian.lua	10	1	1	15	0					
Tống_Uy Hổ Nguyên Soái Khôi	0	103	20650	10	40000	0	360	50;50					50505	790	1	1	Tân thủ không thể dùng	\image\item\cloth\°Áớỵì°Íã±ờìẳa1.spr	\image\item\cloth\°Áớỵì°Íã±ờìẳa0.spr	"Tứ Linh Thần, trấn bốn phương <color=Gold>(Cần đạt quân hàm Nguyên Soái hoặc Công Trạng đạt đến 12,000,000)"	±ờìẳÄé°ÁớỵÍã	Đã khóa	\script\newbattles\battle_equipment_jungong_or_junxian.lua	10	1	1	17	0					
Tống_Uy Hổ Nguyên Soái Khôi	0	103	20651	10	40000	0	360	50;50					50506	790	1	2	Tân thủ không thể dùng	\image\item\cloth\°Áớỵì°Íã¿ýẻàa1.spr	\image\item\cloth\°Áớỵì°Íã¿ýẻàa0.spr	"Tứ Linh Thần, trấn bốn phương <color=Gold>(Cần đạt quân hàm Nguyên Soái hoặc Công Trạng đạt đến 12,000,000)"	¿ýẻàÄé°ÁớỵÍã	Đã khóa	\script\newbattles\battle_equipment_jungong_or_junxian.lua	10	1	1	17	0					
Tống_Uy Hổ Nguyên Soái Khôi	0	103	20652	10	40000	0	360	50;50					50507	790	2	3	Tân thủ không thể dùng	\image\item\cloth\°Áớỵì°Íãéễáéa1.spr	\image\item\cloth\°Áớỵì°Íãéễáéa0.spr	"Tứ Linh Thần, trấn bốn phương <color=Gold>(Cần đạt quân hàm Nguyên Soái hoặc Công Trạng đạt đến 12,000,000)"	éễáéÅđ°ÁớỵÍã	Đã khóa	\script\newbattles\battle_equipment_jungong_or_junxian.lua	10	1	1	17	0					
Tống_Uy Hổ Nguyên Soái Khôi	0	103	20653	10	40000	0	360	50;50					50508	790	2	4	Tân thủ không thể dùng	\image\item\cloth\°Áớỵì°Íãẵ¿éĂa1.spr	\image\item\cloth\°Áớỵì°Íãẵ¿éĂa0.spr	"Tứ Linh Thần, trấn bốn phương <color=Gold>(Cần đạt quân hàm Nguyên Soái hoặc Công Trạng đạt đến 12,000,000)"	ẵ¿éĂÅđ°ÁớỵÍã	Đã khóa	\script\newbattles\battle_equipment_jungong_or_junxian.lua	10	1	1	17	0					
Tống_Uy Hổ Nguyên Soái Khôi	0	103	20654	10	40000	0	360	50;50					50509	790	1	1	Tân thủ không thể dùng	\image\item\cloth\°Áớỵì°Íã±ờìẳa1.spr	\image\item\cloth\°Áớỵì°Íã±ờìẳa0.spr	"Tứ Linh Thần, trấn bốn phương <color=Gold>(Cần đạt quân hàm Nguyên Soái hoặc Công Trạng đạt đến 12,000,000)"	±ờìẳÄé°ÁớỵÍã	Đã khóa	\script\newbattles\battle_equipment_jungong_or_junxian.lua	10	1	1	18	0					
Tống_Uy Hổ Nguyên Soái Khôi	0	103	20655	10	40000	0	360	50;50					50510	790	1	2	Tân thủ không thể dùng	\image\item\cloth\°Áớỵì°Íã¿ýẻàa1.spr	\image\item\cloth\°Áớỵì°Íã¿ýẻàa0.spr	"Tứ Linh Thần, trấn bốn phương <color=Gold>(Cần đạt quân hàm Nguyên Soái hoặc Công Trạng đạt đến 12,000,000)"	¿ýẻàÄé°ÁớỵÍã	Đã khóa	\script\newbattles\battle_equipment_jungong_or_junxian.lua	10	1	1	18	0					
Tống_Uy Hổ Nguyên Soái Khôi	0	103	20656	10	40000	0	360	50;50					50511	790	2	3	Tân thủ không thể dùng	\image\item\cloth\°Áớỵì°Íãéễáéa1.spr	\image\item\cloth\°Áớỵì°Íãéễáéa0.spr	"Tứ Linh Thần, trấn bốn phương <color=Gold>(Cần đạt quân hàm Nguyên Soái hoặc Công Trạng đạt đến 12,000,000)"	éễáéÅđ°ÁớỵÍã	Đã khóa	\script\newbattles\battle_equipment_jungong_or_junxian.lua	10	1	1	18	0					
Tống_Uy Hổ Nguyên Soái Khôi	0	103	20657	10	40000	0	360	50;50					50512	790	2	4	Tân thủ không thể dùng	\image\item\cloth\°Áớỵì°Íãẵ¿éĂa1.spr	\image\item\cloth\°Áớỵì°Íãẵ¿éĂa0.spr	"Tứ Linh Thần, trấn bốn phương <color=Gold>(Cần đạt quân hàm Nguyên Soái hoặc Công Trạng đạt đến 12,000,000)"	ẵ¿éĂÅđ°ÁớỵÍã	Đã khóa	\script\newbattles\battle_equipment_jungong_or_junxian.lua	10	1	1	18	0					
Tống_Uy Hổ Nguyên Soái Khôi	0	103	20658	10	40000	0	360	50;50					50513	790	1	1	Tân thủ không thể dùng	\image\item\cloth\°Áớỵì°Íã±ờìẳa1.spr	\image\item\cloth\°Áớỵì°Íã±ờìẳa0.spr	"Tứ Linh Thần, trấn bốn phương <color=Gold>(Cần đạt quân hàm Nguyên Soái hoặc Công Trạng đạt đến 12,000,000)"	±ờìẳÄé°ÁớỵÍã	Đã khóa	\script\newbattles\battle_equipment_jungong_or_junxian.lua	10	1	1	20	0					
Tống_Uy Hổ Nguyên Soái Khôi	0	103	20659	10	40000	0	360	50;50					50514	790	1	2	Tân thủ không thể dùng	\image\item\cloth\°Áớỵì°Íã¿ýẻàa1.spr	\image\item\cloth\°Áớỵì°Íã¿ýẻàa0.spr	"Tứ Linh Thần, trấn bốn phương <color=Gold>(Cần đạt quân hàm Nguyên Soái hoặc Công Trạng đạt đến 12,000,000)"	¿ýẻàÄé°ÁớỵÍã	Đã khóa	\script\newbattles\battle_equipment_jungong_or_junxian.lua	10	1	1	20	0					
Tống_Uy Hổ Nguyên Soái Khôi	0	103	20660	10	40000	0	360	50;50					50515	790	2	3	Tân thủ không thể dùng	\image\item\cloth\°Áớỵì°Íãéễáéa1.spr	\image\item\cloth\°Áớỵì°Íãéễáéa0.spr	"Tứ Linh Thần, trấn bốn phương <color=Gold>(Cần đạt quân hàm Nguyên Soái hoặc Công Trạng đạt đến 12,000,000)"	éễáéÅđ°ÁớỵÍã	Đã khóa	\script\newbattles\battle_equipment_jungong_or_junxian.lua	10	1	1	20	0					
Tống_Uy Hổ Nguyên Soái Khôi	0	103	20661	10	40000	0	360	50;50					50516	790	2	4	Tân thủ không thể dùng	\image\item\cloth\°Áớỵì°Íãẵ¿éĂa1.spr	\image\item\cloth\°Áớỵì°Íãẵ¿éĂa0.spr	"Tứ Linh Thần, trấn bốn phương <color=Gold>(Cần đạt quân hàm Nguyên Soái hoặc Công Trạng đạt đến 12,000,000)"	ẵ¿éĂÅđ°ÁớỵÍã	Đã khóa	\script\newbattles\battle_equipment_jungong_or_junxian.lua	10	1	1	20	0					
Tống_Uy Hổ Nguyên Soái Khôi	0	103	20662	10	40000	0	360	50;50					50517	790	1	1	Tân thủ không thể dùng	\image\item\cloth\°Áớỵì°Íã±ờìẳa1.spr	\image\item\cloth\°Áớỵì°Íã±ờìẳa0.spr	"Tứ Linh Thần, trấn bốn phương <color=Gold>(Cần đạt quân hàm Nguyên Soái hoặc Công Trạng đạt đến 12,000,000)"	±ờìẳÄé°ÁớỵÍã	Đã khóa	\script\newbattles\battle_equipment_jungong_or_junxian.lua	10	1	1	21	0					
Tống_Uy Hổ Nguyên Soái Khôi	0	103	20663	10	40000	0	360	50;50					50518	790	1	2	Tân thủ không thể dùng	\image\item\cloth\°Áớỵì°Íã¿ýẻàa1.spr	\image\item\cloth\°Áớỵì°Íã¿ýẻàa0.spr	"Tứ Linh Thần, trấn bốn phương <color=Gold>(Cần đạt quân hàm Nguyên Soái hoặc Công Trạng đạt đến 12,000,000)"	¿ýẻàÄé°ÁớỵÍã	Đã khóa	\script\newbattles\battle_equipment_jungong_or_junxian.lua	10	1	1	21	0					
Tống_Uy Hổ Nguyên Soái Khôi	0	103	20664	10	40000	0	360	50;50					50519	790	2	3	Tân thủ không thể dùng	\image\item\cloth\°Áớỵì°Íãéễáéa1.spr	\image\item\cloth\°Áớỵì°Íãéễáéa0.spr	"Tứ Linh Thần, trấn bốn phương <color=Gold>(Cần đạt quân hàm Nguyên Soái hoặc Công Trạng đạt đến 12,000,000)"	éễáéÅđ°ÁớỵÍã	Đã khóa	\script\newbattles\battle_equipment_jungong_or_junxian.lua	10	1	1	21	0					
Tống_Uy Hổ Nguyên Soái Khôi	0	103	20665	10	40000	0	360	50;50					50520	790	2	4	Tân thủ không thể dùng	\image\item\cloth\°Áớỵì°Íãẵ¿éĂa1.spr	\image\item\cloth\°Áớỵì°Íãẵ¿éĂa0.spr	"Tứ Linh Thần, trấn bốn phương <color=Gold>(Cần đạt quân hàm Nguyên Soái hoặc Công Trạng đạt đến 12,000,000)"	ẵ¿éĂÅđ°ÁớỵÍã	Đã khóa	\script\newbattles\battle_equipment_jungong_or_junxian.lua	10	1	1	21	0					
Tống_Uy Hổ Nguyên Soái Khôi	0	103	20666	10	40000	0	360	50;50					50521	790	1	1	Tân thủ không thể dùng	\image\item\cloth\°Áớỵì°Íã±ờìẳa1.spr	\image\item\cloth\°Áớỵì°Íã±ờìẳa0.spr	"Tứ Linh Thần, trấn bốn phương <color=Gold>(Cần đạt quân hàm Nguyên Soái hoặc Công Trạng đạt đến 12,000,000)"	±ờìẳÄé°ÁớỵÍã	Đã khóa	\script\newbattles\battle_equipment_jungong_or_junxian.lua	10	1	1	23	0					
Tống_Uy Hổ Nguyên Soái Khôi	0	103	20667	10	40000	0	360	50;50					50522	790	1	2	Tân thủ không thể dùng	\image\item\cloth\°Áớỵì°Íã¿ýẻàa1.spr	\image\item\cloth\°Áớỵì°Íã¿ýẻàa0.spr	"Tứ Linh Thần, trấn bốn phương <color=Gold>(Cần đạt quân hàm Nguyên Soái hoặc Công Trạng đạt đến 12,000,000)"	¿ýẻàÄé°ÁớỵÍã	Đã khóa	\script\newbattles\battle_equipment_jungong_or_junxian.lua	10	1	1	23	0					
Tống_Uy Hổ Nguyên Soái Khôi	0	103	20668	10	40000	0	360	50;50					50523	790	1	1	Tân thủ không thể dùng	\image\item\cloth\°Áớỵì°Íã±ờìẳa1.spr	\image\item\cloth\°Áớỵì°Íã±ờìẳa0.spr	"Tứ Linh Thần, trấn bốn phương <color=Gold>(Cần đạt quân hàm Nguyên Soái hoặc Công Trạng đạt đến 12,000,000)"	±ờìẳÄé°ÁớỵÍã	Đã khóa	\script\newbattles\battle_equipment_jungong_or_junxian.lua	10	1	1	25	0					
Tống_Uy Hổ Nguyên Soái Khôi	0	103	20669	10	40000	0	360	50;50					50524	790	1	2	Tân thủ không thể dùng	\image\item\cloth\°Áớỵì°Íã¿ýẻàa1.spr	\image\item\cloth\°Áớỵì°Íã¿ýẻàa0.spr	"Tứ Linh Thần, trấn bốn phương <color=Gold>(Cần đạt quân hàm Nguyên Soái hoặc Công Trạng đạt đến 12,000,000)"	¿ýẻàÄé°ÁớỵÍã	Đã khóa	\script\newbattles\battle_equipment_jungong_or_junxian.lua	10	1	1	25	0					
Tống_Uy Hổ Nguyên Soái Khôi	0	103	20670	10	40000	0	360	50;50					50525	790	2	3	Tân thủ không thể dùng	\image\item\cloth\°Áớỵì°Íãéễáéa1.spr	\image\item\cloth\°Áớỵì°Íãéễáéa0.spr	"Tứ Linh Thần, trấn bốn phương <color=Gold>(Cần đạt quân hàm Nguyên Soái hoặc Công Trạng đạt đến 12,000,000)"	éễáéÅđ°ÁớỵÍã	Đã khóa	\script\newbattles\battle_equipment_jungong_or_junxian.lua	10	1	1	25	0					
Tống_Uy Hổ Nguyên Soái Khôi	0	103	20671	10	40000	0	360	50;50					50526	790	2	4	Tân thủ không thể dùng	\image\item\cloth\°Áớỵì°Íãẵ¿éĂa1.spr	\image\item\cloth\°Áớỵì°Íãẵ¿éĂa0.spr	"Tứ Linh Thần, trấn bốn phương <color=Gold>(Cần đạt quân hàm Nguyên Soái hoặc Công Trạng đạt đến 12,000,000)"	ẵ¿éĂÅđ°ÁớỵÍã	Đã khóa	\script\newbattles\battle_equipment_jungong_or_junxian.lua	10	1	1	25	0					
Tống_Uy Hổ Nguyên Soái Khôi	0	103	20672	10	40000	0	360	50;50					50527	790	1	1	Tân thủ không thể dùng	\image\item\cloth\°Áớỵì°Íã±ờìẳa1.spr	\image\item\cloth\°Áớỵì°Íã±ờìẳa0.spr	"Tứ Linh Thần, trấn bốn phương <color=Gold>(Cần đạt quân hàm Nguyên Soái hoặc Công Trạng đạt đến 12,000,000)"	±ờìẳÄé°ÁớỵÍã	Đã khóa	\script\newbattles\battle_equipment_jungong_or_junxian.lua	10	1	1	26	0					
Tống_Uy Hổ Nguyên Soái Khôi	0	103	20673	10	40000	0	360	50;50					50528	790	1	2	Tân thủ không thể dùng	\image\item\cloth\°Áớỵì°Íã¿ýẻàa1.spr	\image\item\cloth\°Áớỵì°Íã¿ýẻàa0.spr	"Tứ Linh Thần, trấn bốn phương <color=Gold>(Cần đạt quân hàm Nguyên Soái hoặc Công Trạng đạt đến 12,000,000)"	¿ýẻàÄé°ÁớỵÍã	Đã khóa	\script\newbattles\battle_equipment_jungong_or_junxian.lua	10	1	1	26	0					
Tống_Uy Hổ Nguyên Soái Khôi	0	103	20674	10	40000	0	360	50;50					50529	790	2	3	Tân thủ không thể dùng	\image\item\cloth\°Áớỵì°Íãéễáéa1.spr	\image\item\cloth\°Áớỵì°Íãéễáéa0.spr	"Tứ Linh Thần, trấn bốn phương <color=Gold>(Cần đạt quân hàm Nguyên Soái hoặc Công Trạng đạt đến 12,000,000)"	éễáéÅđ°ÁớỵÍã	Đã khóa	\script\newbattles\battle_equipment_jungong_or_junxian.lua	10	1	1	26	0					
Tống_Uy Hổ Nguyên Soái Khôi	0	103	20675	10	40000	0	360	50;50					50530	790	2	4	Tân thủ không thể dùng	\image\item\cloth\°Áớỵì°Íãẵ¿éĂa1.spr	\image\item\cloth\°Áớỵì°Íãẵ¿éĂa0.spr	"Tứ Linh Thần, trấn bốn phương <color=Gold>(Cần đạt quân hàm Nguyên Soái hoặc Công Trạng đạt đến 12,000,000)"	ẵ¿éĂÅđ°ÁớỵÍã	Đã khóa	\script\newbattles\battle_equipment_jungong_or_junxian.lua	10	1	1	26	0					
Tống_Uy Hổ Nguyên Soái Khôi	0	103	20676	10	40000	0	360	50;50					50531	790	1	1	Tân thủ không thể dùng	\image\item\cloth\°Áớỵì°Íã±ờìẳa1.spr	\image\item\cloth\°Áớỵì°Íã±ờìẳa0.spr	"Tứ Linh Thần, trấn bốn phương <color=Gold>(Cần đạt quân hàm Nguyên Soái hoặc Công Trạng đạt đến 12,000,000)"	±ờìẳÄé°ÁớỵÍã	Đã khóa	\script\newbattles\battle_equipment_jungong_or_junxian.lua	10	1	1	27	0					
Tống_Uy Hổ Nguyên Soái Khôi	0	103	20677	10	40000	0	360	50;50					50532	790	1	2	Tân thủ không thể dùng	\image\item\cloth\°Áớỵì°Íã¿ýẻàa1.spr	\image\item\cloth\°Áớỵì°Íã¿ýẻàa0.spr	"Tứ Linh Thần, trấn bốn phương <color=Gold>(Cần đạt quân hàm Nguyên Soái hoặc Công Trạng đạt đến 12,000,000)"	¿ýẻàÄé°ÁớỵÍã	Đã khóa	\script\newbattles\battle_equipment_jungong_or_junxian.lua	10	1	1	27	0					
Tống_Uy Hổ Nguyên Soái Khôi	0	103	20678	10	40000	0	360	50;50					50533	790	2	3	Tân thủ không thể dùng	\image\item\cloth\°Áớỵì°Íãéễáéa1.spr	\image\item\cloth\°Áớỵì°Íãéễáéa0.spr	"Tứ Linh Thần, trấn bốn phương <color=Gold>(Cần đạt quân hàm Nguyên Soái hoặc Công Trạng đạt đến 12,000,000)"	éễáéÅđ°ÁớỵÍã	Đã khóa	\script\newbattles\battle_equipment_jungong_or_junxian.lua	10	1	1	27	0					
Tống_Uy Hổ Nguyên Soái Khôi	0	103	20679	10	40000	0	360	50;50					50534	790	2	4	Tân thủ không thể dùng	\image\item\cloth\°Áớỵì°Íãẵ¿éĂa1.spr	\image\item\cloth\°Áớỵì°Íãẵ¿éĂa0.spr	"Tứ Linh Thần, trấn bốn phương <color=Gold>(Cần đạt quân hàm Nguyên Soái hoặc Công Trạng đạt đến 12,000,000)"	ẵ¿éĂÅđ°ÁớỵÍã	Đã khóa	\script\newbattles\battle_equipment_jungong_or_junxian.lua	10	1	1	27	0					
Tống_Uy Hổ Nguyên Soái Khôi	0	103	20680	10	40000	0	360	50;50					50535	790	2	3	Tân thủ không thể dùng	\image\item\cloth\°Áớỵì°Íãéễáéa1.spr	\image\item\cloth\°Áớỵì°Íãéễáéa0.spr	"Tứ Linh Thần, trấn bốn phương <color=Gold>(Cần đạt quân hàm Nguyên Soái hoặc Công Trạng đạt đến 12,000,000)"	éễáéÅđ°ÁớỵÍã	Đã khóa	\script\newbattles\battle_equipment_jungong_or_junxian.lua	10	1	1	29	0					
Tống_Uy Hổ Nguyên Soái Khôi	0	103	20681	10	40000	0	360	50;50					50536	790	2	4	Tân thủ không thể dùng	\image\item\cloth\°Áớỵì°Íãẵ¿éĂa1.spr	\image\item\cloth\°Áớỵì°Íãẵ¿éĂa0.spr	"Tứ Linh Thần, trấn bốn phương <color=Gold>(Cần đạt quân hàm Nguyên Soái hoặc Công Trạng đạt đến 12,000,000)"	ẵ¿éĂÅđ°ÁớỵÍã	Đã khóa	\script\newbattles\battle_equipment_jungong_or_junxian.lua	10	1	1	29	0					
Tống_Uy Hổ Nguyên Soái Khôi	0	103	20682	10	40000	0	360	50;50					50537	790	2	3	Tân thủ không thể dùng	\image\item\cloth\°Áớỵì°Íãéễáéa1.spr	\image\item\cloth\°Áớỵì°Íãéễáéa0.spr	"Tứ Linh Thần, trấn bốn phương <color=Gold>(Cần đạt quân hàm Nguyên Soái hoặc Công Trạng đạt đến 12,000,000)"	éễáéÅđ°ÁớỵÍã	Đã khóa	\script\newbattles\battle_equipment_jungong_or_junxian.lua	10	1	1	30	0					
Tống_Uy Hổ Nguyên Soái Khôi	0	103	20683	10	40000	0	360	50;50					50538	790	2	4	Tân thủ không thể dùng	\image\item\cloth\°Áớỵì°Íãẵ¿éĂa1.spr	\image\item\cloth\°Áớỵì°Íãẵ¿éĂa0.spr	"Tứ Linh Thần, trấn bốn phương <color=Gold>(Cần đạt quân hàm Nguyên Soái hoặc Công Trạng đạt đến 12,000,000)"	ẵ¿éĂÅđ°ÁớỵÍã	Đã khóa	\script\newbattles\battle_equipment_jungong_or_junxian.lua	10	1	1	30	0					
Liêu_Uy Hổ Tướng Quân Khôi	0	103	20684	10	40000	0	360	50;50					50539	790	1	1	Tân thủ không thể dùng	\image\item\cloth\ẵðãỗểủÂảÍã±ờìẳa1.spr	\image\item\cloth\ẵðãỗểủÂảÍã±ờìẳa0.spr	"Tứ Linh Thần, trấn bốn phương <color=Gold>(Cần đạt quân hàm Tướng Quân hoặc Công Trạng đạt đến 8,000,000)"	±ờìẳÄéẵðãỗểủÂảÍã	Đã khóa	\script\newbattles\battle_equipment_jungong_or_junxian.lua	10	1	1	2	0					
Liêu_Uy Hổ Tướng Quân Khôi	0	103	20685	10	40000	0	360	50;50					50540	790	1	2	Tân thủ không thể dùng	\image\item\cloth\ẵðãỗểủÂảÍã¿ýẻàa1.spr	\image\item\cloth\ẵðãỗểủÂảÍã¿ýẻàa0.spr	"Tứ Linh Thần, trấn bốn phương <color=Gold>(Cần đạt quân hàm Tướng Quân hoặc Công Trạng đạt đến 8,000,000)"	¿ýẻàÄéẵðãỗểủÂảÍã	Đã khóa	\script\newbattles\battle_equipment_jungong_or_junxian.lua	10	1	1	2	0					
Liêu_Uy Hổ Tướng Quân Khôi	0	103	20686	10	40000	0	360	50;50					50541	790	1	1	Tân thủ không thể dùng	\image\item\cloth\ẵðãỗểủÂảÍã±ờìẳa1.spr	\image\item\cloth\ẵðãỗểủÂảÍã±ờìẳa0.spr	"Tứ Linh Thần, trấn bốn phương <color=Gold>(Cần đạt quân hàm Tướng Quân hoặc Công Trạng đạt đến 8,000,000)"	±ờìẳÄéẵðãỗểủÂảÍã	Đã khóa	\script\newbattles\battle_equipment_jungong_or_junxian.lua	10	1	1	3	0					
Liêu_Uy Hổ Tướng Quân Khôi	0	103	20687	10	40000	0	360	50;50					50542	790	1	2	Tân thủ không thể dùng	\image\item\cloth\ẵðãỗểủÂảÍã¿ýẻàa1.spr	\image\item\cloth\ẵðãỗểủÂảÍã¿ýẻàa0.spr	"Tứ Linh Thần, trấn bốn phương <color=Gold>(Cần đạt quân hàm Tướng Quân hoặc Công Trạng đạt đến 8,000,000)"	¿ýẻàÄéẵðãỗểủÂảÍã	Đã khóa	\script\newbattles\battle_equipment_jungong_or_junxian.lua	10	1	1	3	0					
Liêu_Uy Hổ Tướng Quân Khôi	0	103	20688	10	40000	0	360	50;50					50543	790	1	1	Tân thủ không thể dùng	\image\item\cloth\ẵðãỗểủÂảÍã±ờìẳa1.spr	\image\item\cloth\ẵðãỗểủÂảÍã±ờìẳa0.spr	"Tứ Linh Thần, trấn bốn phương <color=Gold>(Cần đạt quân hàm Tướng Quân hoặc Công Trạng đạt đến 8,000,000)"	±ờìẳÄéẵðãỗểủÂảÍã	Đã khóa	\script\newbattles\battle_equipment_jungong_or_junxian.lua	10	1	1	4	0					
Liêu_Uy Hổ Tướng Quân Khôi	0	103	20689	10	40000	0	360	50;50					50544	790	1	2	Tân thủ không thể dùng	\image\item\cloth\ẵðãỗểủÂảÍã¿ýẻàa1.spr	\image\item\cloth\ẵðãỗểủÂảÍã¿ýẻàa0.spr	"Tứ Linh Thần, trấn bốn phương <color=Gold>(Cần đạt quân hàm Tướng Quân hoặc Công Trạng đạt đến 8,000,000)"	¿ýẻàÄéẵðãỗểủÂảÍã	Đã khóa	\script\newbattles\battle_equipment_jungong_or_junxian.lua	10	1	1	4	0					
