Tên	Loại hình chính	Loại hình phụ	Phân loại chi tiết	Nặng	Giá	Bí kiếp âm dương	Số thứ tự bí kiếp	Thêm công kích ngoại công chủ động:	Tầng thứ	Thêm công kích nội công chủ động:	Tầng thứ	Thêm công kích phụ trợ: 	Tầng thứ 	Thêm phòng ngự phụ trợ:	Tầng thứ	Số phụ lục mật tịch	Tầng thứ 	Hiện hình nhỏ trên giao diện	Hiện hình lớn trên giao diện	Thuyết minh	Khi sử dụng trang bị sẽ hiển thị tên loại hình	Khi vứt ra ngoài sẽ hiển thị tên	File gốc	Cấp	Phẩm chất mật tịch kỹ năng	Có/không thể vứt (0 được; 1 không được)	Lưu phái	Lưu ( Chữ số)	Bối cảnh
Ngưng Huyết Phong Hồn Chân Quyển (Siêu Cấp)	0	107	30040	1	10	0	1460;1461	10;10	0;10	200;200	30;50	200;200	30;50	200;200	30;50	20;30	10	\image\item\book\Äýẹêãõằờếổắớa1.spr	\image\item\book\Äýẹêãõằờếổắớa0.spr	Ghi lại trận bùa chú "VÔ Song Ngưng Phong Hồn ấn" của Minh Giáo Huyết Nhân, ngoài ra có ghi lại những tinh túy trong chiêu thức của Huyêt Nhân		Mật tịch		70	0;60	1	27		
Mê Tung Mật Tịch	0	107	228	1	10	1	1884	60;120	30;50	10;20	0;10	40;80	20;40	30;60	20;30	20;30	10	\image\item\book\ÃễìÙÃỉẳđa1.spr	\image\item\book\ÃễìÙÃỉẳđa0.spr	Ghi chép bí kíp bộ pháp Đường Môn Mê Tung Thuấn Bộ và tinh túy thuật ám sát Đường Môn		Mật tịch		45	0;60	1	31		999
Mê Tung Tâm Pháp	0	107	229	1	10	1	1884	20;40	10;20	10;20	0;10	60;120	30;50	50;100	30;50	20;30	10	\image\item\book\ÃễìÙéÄãăa1.spr	\image\item\book\ÃễìÙéÄãăa0.spr	Ghi chép bí kíp bộ pháp Đường Môn Mê Tung Thuấn Bộ và tinh túy các kỹ xảo Đường Môn		Mật tịch		45	0;60	1	31		999
Mê Tung Hiệp nh Lục	0	107	230	1	10	1	1901;1905	60;120	30;50	10;20	0;10	60;120	30;50	50;100	20;40	20;30	10	\image\item\book\ÃễìÙẽÀể°Âẳa1.spr	\image\item\book\ÃễìÙẽÀể°Âẳa0.spr	Ghi chép bí kíp bộ pháp Đường Môn Hiệp ảnh Bộ và tinh túy thuật ám sát Đường Môn		Mật tịch		70	0;60	1	31		999
Mê Tung Chân Quyển	0	107	231	1	10	1	1902;1906	60;120	30;50	10;20	0;10	60;120	30;50	60;120	30;50	20;30	10	\image\item\book\ÃễìÙếổắớa1.spr	\image\item\book\ÃễìÙếổắớa0.spr	Ghi chép bí kíp bộ pháp Đường Môn Vô Song Hiệp ảnh Bộ và tinh túy thuật ám sát Đường Môn		Mật tịch		70	0;60	1	31		999
Thiên Phong Mật Tịch	0	107	232	1	10	0	1898	60;120	30;50	60;120	30;50	30;60	20;30	40;80	20;40	20;30	10	\image\item\book\èỡãổÃỉẳđa1.spr	\image\item\book\èỡãổÃỉẳđa0.spr	Ghi chép bí kíp kiếm pháp Côn Lôn Kiếm Tôn Thiên Phong Trụy và tinh túy chiêu thức Kiếm Tôn		Mật tịch		45	0;60	1	32		999
Thiên Phong Tâm Giáo	0	107	233	1	10	0	1898	10;20	0;10	20;40	10;20	50;100	30;50	50;100	30;50	20;30	10	\image\item\book\èỡãổéÄãăa1.spr	\image\item\book\èỡãổéÄãăa0.spr	Ghi chép bí kíp kiếm pháp Côn Lôn Kiếm Tôn Thiên Phong Trụy và tinh túy tâm pháp Kiếm Tôn		Mật tịch		45	0;60	1	32		999
Định ảnh Quyết	0	107	234	1	10	0	1903;1907	60;120	30;50	60;120	30;50	50;100	30;50	50;100	30;50	20;30	10	\image\item\book\èỡãổảăể°ắữa1.spr	\image\item\book\èỡãổảăể°ắữa0.spr	Ghi chép bí kíp kiếm pháp Côn Lôn Kiếm Tôn Định ảnh Quyết và tinh túy chiêu thức Kiếm Tôn		Mật tịch		70	0;60	1	32		999
Thiên Phong Chân Quyển	0	107	235	1	10	0	1904;1908	60;120	30;50	60;120	30;50	50;100	30;50	50;100	30;50	20;30	10	\image\item\book\èỡãổếổắớa1.spr	\image\item\book\èỡãổếổắớa0.spr	Ghi chép bí kíp kiếm pháp Côn Lôn Kiếm Tôn Vô Song Định ảnh Quyết và tinh túy chiêu thức Kiếm Tôn		Mật tịch		70	0;60	1	32		999
Thiên nh Tuyệt Sát Quyển	0	112	236	1	10	0	1883	0	0	0	0	0	0	0	0	0	0	\image\item\book\ầĐể°ắứẫ±Ãĩắớa1.spr	\image\item\book\ầĐể°ắứẫ±Ãĩắớa0.spr			Mật tịch		85	30	1	31		999
Vạn Kiếm Hóa Vũ Quyển	0	112	237	1	10	0	1897	0	0	0	0	0	0	0	0	0	0	\image\item\book\ÍũẵÊằ¯ểờÃĩắớa1.spr	\image\item\book\ÍũẵÊằ¯ểờÃĩắớa0.spr			Mật tịch		85	30	1	32		999
Mê Tung Quyển (Cao)	0	107	30041	1	10	1	1902;1906	150;150	30;50	10;10	0;10	150;150	30;50	150;150	30;50	20;30	10	\image\item\book\ÃễìÙếổắớa1.spr	\image\item\book\ÃễìÙếổắớa0.spr	Ghi chép bí kíp bộ pháp Đường Môn Vô Song Hiệp ảnh Bộ và tinh túy thuật ám sát Đường Môn		Mật tịch		70	0;60	1	31		999
Mê Tung Quyển (Siêu)	0	107	30042	1	10	1	1902;1906	200;200	30;50	10;10	0;10	200;200	30;50	200;200	30;50	30;30	10	\image\item\book\ÃễìÙếổắớa1.spr	\image\item\book\ÃễìÙếổắớa0.spr	Ghi chép bí kíp bộ pháp Đường Môn Vô Song Hiệp ảnh Bộ và tinh túy thuật ám sát Đường Môn		Mật tịch		70	0;60	1	31		999
Thiên Phong Quyển (Cao)	0	107	30043	1	10	0	1904;1908	150;150	30;50	10;10	0;10	150;150	30;50	150;150	30;50	20;30	10	\image\item\book\èỡãổếổắớa1.spr	\image\item\book\èỡãổếổắớa0.spr	Ghi chép bí kíp kiếm pháp Côn Lôn Kiếm Tôn Vô Song Định ảnh Quyết và tinh túy chiêu thức Kiếm Tôn		Mật tịch		70	0;60	1	32		999
Thiên Phong Quyển (Siêu)	0	107	30044	1	10	0	1904;1908	200;200	30;50	10;10	0;10	200;200	30;50	200;200	30;50	30;30	10	\image\item\book\èỡãổếổắớa1.spr	\image\item\book\èỡãổếổắớa0.spr	Ghi chép bí kíp kiếm pháp Côn Lôn Kiếm Tôn Vô Song Định ảnh Quyết và tinh túy chiêu thức Kiếm Tôn		Mật tịch		70	0;60	1	32		999
Vô Vọng Thần Công	0	107	50001	1	10	0	50000;1426;1427	80;80	40;60	80;80	40;60	80;80	40;60	80;80	40;60	40	0	\image\item\book\ồéềÊÃỉẳđ²éề³a1.spr	\image\item\book\ồéềÊÃỉẳđ²éề³a0.spr	Tuyệt thế thần công, ghi chép Vô Vọng Thần Công tâm pháp		Mật tịch		10	40	1			Vô Vọng Thần Công là chí bảo võ học chốn Võ Lâm, tu luyện theo hướng dẫn trên tâm pháp này sẽ luyện thành Vô Vọng Tâm Pháp công thủ toàn diện, vô địch thiên hạ!
Vô Vọng Thần Công	0	107	50002	1	10	0	50000;1430;1431	80;80	40;60	80;80	40;60	80;80	40;60	80;80	40;60	40	0	\image\item\book\ồéềÊÃỉẳđ²éề³a1.spr	\image\item\book\ồéềÊÃỉẳđ²éề³a0.spr	Tuyệt thế thần công, ghi chép Vô Vọng Thần Công tâm pháp		Mật tịch		10	40	1			Vô Vọng Thần Công là chí bảo võ học chốn Võ Lâm, tu luyện theo hướng dẫn trên tâm pháp này sẽ luyện thành Vô Vọng Tâm Pháp công thủ toàn diện, vô địch thiên hạ!
Vô Vọng Thần Công	0	107	50003	1	10	0	50000;1428;1429	80;80	40;60	80;80	40;60	80;80	40;60	80;80	40;60	40	0	\image\item\book\ồéềÊÃỉẳđ²éề³a1.spr	\image\item\book\ồéềÊÃỉẳđ²éề³a0.spr	Tuyệt thế thần công, ghi chép Vô Vọng Thần Công tâm pháp		Mật tịch		10	40	1			Vô Vọng Thần Công là chí bảo võ học chốn Võ Lâm, tu luyện theo hướng dẫn trên tâm pháp này sẽ luyện thành Vô Vọng Tâm Pháp công thủ toàn diện, vô địch thiên hạ!
Vô Vọng Thần Công	0	107	50004	1	10	0	50000;1432;1433	80;80	40;60	80;80	40;60	80;80	40;60	80;80	40;60	40	0	\image\item\book\ồéềÊÃỉẳđ²éề³a1.spr	\image\item\book\ồéềÊÃỉẳđ²éề³a0.spr	Tuyệt thế thần công, ghi chép Vô Vọng Thần Công tâm pháp		Mật tịch		10	40	1			Vô Vọng Thần Công là chí bảo võ học chốn Võ Lâm, tu luyện theo hướng dẫn trên tâm pháp này sẽ luyện thành Vô Vọng Tâm Pháp công thủ toàn diện, vô địch thiên hạ!
Vô Vọng Thần Công	0	107	50005	1	10	0	50000;1434;1435	80;80	40;60	80;80	40;60	80;80	40;60	80;80	40;60	40	0	\image\item\book\ồéềÊÃỉẳđ²éề³a1.spr	\image\item\book\ồéềÊÃỉẳđ²éề³a0.spr	Tuyệt thế thần công, ghi chép Vô Vọng Thần Công tâm pháp		Mật tịch		10	40	1			Vô Vọng Thần Công là chí bảo võ học chốn Võ Lâm, tu luyện theo hướng dẫn trên tâm pháp này sẽ luyện thành Vô Vọng Tâm Pháp công thủ toàn diện, vô địch thiên hạ!
Vô Vọng Thần Công	0	107	50006	1	10	0	50000;1436;1437	80;80	40;60	80;80	40;60	80;80	40;60	80;80	40;60	40	0	\image\item\book\ồéềÊÃỉẳđ²éề³a1.spr	\image\item\book\ồéềÊÃỉẳđ²éề³a0.spr	Tuyệt thế thần công, ghi chép Vô Vọng Thần Công tâm pháp		Mật tịch		10	40	1			Vô Vọng Thần Công là chí bảo võ học chốn Võ Lâm, tu luyện theo hướng dẫn trên tâm pháp này sẽ luyện thành Vô Vọng Tâm Pháp công thủ toàn diện, vô địch thiên hạ!
Vô Vọng Thần Công	0	107	50007	1	10	0	50000;1438;1439	80;80	40;60	80;80	40;60	80;80	40;60	80;80	40;60	40	0	\image\item\book\ồéềÊÃỉẳđ²éề³a1.spr	\image\item\book\ồéềÊÃỉẳđ²éề³a0.spr	Tuyệt thế thần công, ghi chép Vô Vọng Thần Công tâm pháp		Mật tịch		10	40	1			Vô Vọng Thần Công là chí bảo võ học chốn Võ Lâm, tu luyện theo hướng dẫn trên tâm pháp này sẽ luyện thành Vô Vọng Tâm Pháp công thủ toàn diện, vô địch thiên hạ!
Vô Vọng Thần Công	0	107	50008	1	10	0	50000;1440;1441	80;80	40;60	80;80	40;60	80;80	40;60	80;80	40;60	40	0	\image\item\book\ồéềÊÃỉẳđ²éề³a1.spr	\image\item\book\ồéềÊÃỉẳđ²éề³a0.spr	Tuyệt thế thần công, ghi chép Vô Vọng Thần Công tâm pháp		Mật tịch		10	40	1			Vô Vọng Thần Công là chí bảo võ học chốn Võ Lâm, tu luyện theo hướng dẫn trên tâm pháp này sẽ luyện thành Vô Vọng Tâm Pháp công thủ toàn diện, vô địch thiên hạ!
Vô Vọng Thần Công	0	107	50009	1	10	0	50000;1442;1443	80;80	40;60	80;80	40;60	80;80	40;60	80;80	40;60	40	0	\image\item\book\ồéềÊÃỉẳđ²éề³a1.spr	\image\item\book\ồéềÊÃỉẳđ²éề³a0.spr	Tuyệt thế thần công, ghi chép Vô Vọng Thần Công tâm pháp		Mật tịch		10	40	1			Vô Vọng Thần Công là chí bảo võ học chốn Võ Lâm, tu luyện theo hướng dẫn trên tâm pháp này sẽ luyện thành Vô Vọng Tâm Pháp công thủ toàn diện, vô địch thiên hạ!
Vô Vọng Thần Công	0	107	50010	1	10	0	50000;1444;1445	80;80	40;60	80;80	40;60	80;80	40;60	80;80	40;60	40	0	\image\item\book\ồéềÊÃỉẳđ²éề³a1.spr	\image\item\book\ồéềÊÃỉẳđ²éề³a0.spr	Tuyệt thế thần công, ghi chép Vô Vọng Thần Công tâm pháp		Mật tịch		10	40	1			Vô Vọng Thần Công là chí bảo võ học chốn Võ Lâm, tu luyện theo hướng dẫn trên tâm pháp này sẽ luyện thành Vô Vọng Tâm Pháp công thủ toàn diện, vô địch thiên hạ!
Vô Vọng Thần Công	0	107	50011	1	10	0	50000;1446;1447	80;80	40;60	80;80	40;60	80;80	40;60	80;80	40;60	40	0	\image\item\book\ồéềÊÃỉẳđ²éề³a1.spr	\image\item\book\ồéềÊÃỉẳđ²éề³a0.spr	Tuyệt thế thần công, ghi chép Vô Vọng Thần Công tâm pháp		Mật tịch		10	40	1			Vô Vọng Thần Công là chí bảo võ học chốn Võ Lâm, tu luyện theo hướng dẫn trên tâm pháp này sẽ luyện thành Vô Vọng Tâm Pháp công thủ toàn diện, vô địch thiên hạ!
Vô Vọng Thần Công	0	107	50012	1	10	0	50000;1448;1449	80;80	40;60	80;80	40;60	80;80	40;60	80;80	40;60	40	0	\image\item\book\ồéềÊÃỉẳđ²éề³a1.spr	\image\item\book\ồéềÊÃỉẳđ²éề³a0.spr	Tuyệt thế thần công, ghi chép Vô Vọng Thần Công tâm pháp		Mật tịch		10	40	1			Vô Vọng Thần Công là chí bảo võ học chốn Võ Lâm, tu luyện theo hướng dẫn trên tâm pháp này sẽ luyện thành Vô Vọng Tâm Pháp công thủ toàn diện, vô địch thiên hạ!
Vô Vọng Thần Công	0	107	50013	1	10	0	50000;1450;1451	80;80	40;60	80;80	40;60	80;80	40;60	80;80	40;60	40	0	\image\item\book\ồéềÊÃỉẳđ²éề³a1.spr	\image\item\book\ồéềÊÃỉẳđ²éề³a0.spr	Tuyệt thế thần công, ghi chép Vô Vọng Thần Công tâm pháp		Mật tịch		10	40	1			Vô Vọng Thần Công là chí bảo võ học chốn Võ Lâm, tu luyện theo hướng dẫn trên tâm pháp này sẽ luyện thành Vô Vọng Tâm Pháp công thủ toàn diện, vô địch thiên hạ!
Vô Vọng Thần Công	0	107	50014	1	10	0	50000;1452;1453	80;80	40;60	80;80	40;60	80;80	40;60	80;80	40;60	40	0	\image\item\book\ồéềÊÃỉẳđ²éề³a1.spr	\image\item\book\ồéềÊÃỉẳđ²éề³a0.spr	Tuyệt thế thần công, ghi chép Vô Vọng Thần Công tâm pháp		Mật tịch		10	40	1			Vô Vọng Thần Công là chí bảo võ học chốn Võ Lâm, tu luyện theo hướng dẫn trên tâm pháp này sẽ luyện thành Vô Vọng Tâm Pháp công thủ toàn diện, vô địch thiên hạ!
Vô Vọng Thần Công	0	107	50015	1	10	0	50000;1454;1455	80;80	40;60	80;80	40;60	80;80	40;60	80;80	40;60	40	0	\image\item\book\ồéềÊÃỉẳđ²éề³a1.spr	\image\item\book\ồéềÊÃỉẳđ²éề³a0.spr	Tuyệt thế thần công, ghi chép Vô Vọng Thần Công tâm pháp		Mật tịch		10	40	1			Vô Vọng Thần Công là chí bảo võ học chốn Võ Lâm, tu luyện theo hướng dẫn trên tâm pháp này sẽ luyện thành Vô Vọng Tâm Pháp công thủ toàn diện, vô địch thiên hạ!
Vô Vọng Thần Công	0	107	50016	1	10	0	50000;1456;1457	80;80	40;60	80;80	40;60	80;80	40;60	80;80	40;60	40	0	\image\item\book\ồéềÊÃỉẳđ²éề³a1.spr	\image\item\book\ồéềÊÃỉẳđ²éề³a0.spr	Tuyệt thế thần công, ghi chép Vô Vọng Thần Công tâm pháp		Mật tịch		10	40	1			Vô Vọng Thần Công là chí bảo võ học chốn Võ Lâm, tu luyện theo hướng dẫn trên tâm pháp này sẽ luyện thành Vô Vọng Tâm Pháp công thủ toàn diện, vô địch thiên hạ!
Vô Vọng Thần Công	0	107	50017	1	10	0	50000;1458;1459	80;80	40;60	80;80	40;60	80;80	40;60	80;80	40;60	40	0	\image\item\book\ồéềÊÃỉẳđ²éề³a1.spr	\image\item\book\ồéềÊÃỉẳđ²éề³a0.spr	Tuyệt thế thần công, ghi chép Vô Vọng Thần Công tâm pháp		Mật tịch		10	40	1			Vô Vọng Thần Công là chí bảo võ học chốn Võ Lâm, tu luyện theo hướng dẫn trên tâm pháp này sẽ luyện thành Vô Vọng Tâm Pháp công thủ toàn diện, vô địch thiên hạ!
Vô Vọng Thần Công	0	107	50018	1	10	0	50000;1460;1461	80;80	40;60	80;80	40;60	80;80	40;60	80;80	40;60	40	0	\image\item\book\ồéềÊÃỉẳđ²éề³a1.spr	\image\item\book\ồéềÊÃỉẳđ²éề³a0.spr	Tuyệt thế thần công, ghi chép Vô Vọng Thần Công tâm pháp		Mật tịch		10	40	1			Vô Vọng Thần Công là chí bảo võ học chốn Võ Lâm, tu luyện theo hướng dẫn trên tâm pháp này sẽ luyện thành Vô Vọng Tâm Pháp công thủ toàn diện, vô địch thiên hạ!
Vô Vọng Thần Công	0	107	50019	1	10	0	50000;1462;1463	80;80	40;60	80;80	40;60	80;80	40;60	80;80	40;60	40	0	\image\item\book\ồéềÊÃỉẳđ²éề³a1.spr	\image\item\book\ồéềÊÃỉẳđ²éề³a0.spr	Tuyệt thế thần công, ghi chép Vô Vọng Thần Công tâm pháp		Mật tịch		10	40	1			Vô Vọng Thần Công là chí bảo võ học chốn Võ Lâm, tu luyện theo hướng dẫn trên tâm pháp này sẽ luyện thành Vô Vọng Tâm Pháp công thủ toàn diện, vô địch thiên hạ!
Vô Vọng Thần Công	0	107	50020	1	10	0	50000;1464;1465	80;80	40;60	80;80	40;60	80;80	40;60	80;80	40;60	40	0	\image\item\book\ồéềÊÃỉẳđ²éề³a1.spr	\image\item\book\ồéềÊÃỉẳđ²éề³a0.spr	Tuyệt thế thần công, ghi chép Vô Vọng Thần Công tâm pháp		Mật tịch		10	40	1			Vô Vọng Thần Công là chí bảo võ học chốn Võ Lâm, tu luyện theo hướng dẫn trên tâm pháp này sẽ luyện thành Vô Vọng Tâm Pháp công thủ toàn diện, vô địch thiên hạ!
Huyết Đao Kinh	0	107	50021	1	10	0	50001;1426;1427	80;80	40;60	80;80	40;60	80;80	40;60	80;80	40;60	40	0	\image\item\book\book_051a1.spr	\image\item\book\book_051a0.spr	Tuyệt thế thần công, ghi chép Huyết Đao Kinh tâm pháp		Mật tịch		10	40	1			Huyết Đao Kinh là chí bảo võ học chốn Võ Lâm, tu luyện theo hướng dẫn trên tâm pháp này sẽ luyện thành Huyết Đao Kinh tâm pháp, nâng cao bội phần công lực!
Huyết Đao Kinh	0	107	50022	1	10	0	50001;1430;1431	80;80	40;60	80;80	40;60	80;80	40;60	80;80	40;60	40	0	\image\item\book\book_051a1.spr	\image\item\book\book_051a0.spr	Tuyệt thế thần công, ghi chép Huyết Đao Kinh tâm pháp		Mật tịch		10	40	1			Huyết Đao Kinh là chí bảo võ học chốn Võ Lâm, tu luyện theo hướng dẫn trên tâm pháp này sẽ luyện thành Huyết Đao Kinh tâm pháp, nâng cao bội phần công lực!
Huyết Đao Kinh	0	107	50023	1	10	0	50001;1428;1429	80;80	40;60	80;80	40;60	80;80	40;60	80;80	40;60	40	0	\image\item\book\book_051a1.spr	\image\item\book\book_051a0.spr	Tuyệt thế thần công, ghi chép Huyết Đao Kinh tâm pháp		Mật tịch		10	40	1			Huyết Đao Kinh là chí bảo võ học chốn Võ Lâm, tu luyện theo hướng dẫn trên tâm pháp này sẽ luyện thành Huyết Đao Kinh tâm pháp, nâng cao bội phần công lực!
Huyết Đao Kinh	0	107	50024	1	10	0	50001;1432;1433	80;80	40;60	80;80	40;60	80;80	40;60	80;80	40;60	40	0	\image\item\book\book_051a1.spr	\image\item\book\book_051a0.spr	Tuyệt thế thần công, ghi chép Huyết Đao Kinh tâm pháp		Mật tịch		10	40	1			Huyết Đao Kinh là chí bảo võ học chốn Võ Lâm, tu luyện theo hướng dẫn trên tâm pháp này sẽ luyện thành Huyết Đao Kinh tâm pháp, nâng cao bội phần công lực!
Huyết Đao Kinh	0	107	50025	1	10	0	50001;1434;1435	80;80	40;60	80;80	40;60	80;80	40;60	80;80	40;60	40	0	\image\item\book\book_051a1.spr	\image\item\book\book_051a0.spr	Tuyệt thế thần công, ghi chép Huyết Đao Kinh tâm pháp		Mật tịch		10	40	1			Huyết Đao Kinh là chí bảo võ học chốn Võ Lâm, tu luyện theo hướng dẫn trên tâm pháp này sẽ luyện thành Huyết Đao Kinh tâm pháp, nâng cao bội phần công lực!
Huyết Đao Kinh	0	107	50026	1	10	0	50001;1436;1437	80;80	40;60	80;80	40;60	80;80	40;60	80;80	40;60	40	0	\image\item\book\book_051a1.spr	\image\item\book\book_051a0.spr	Tuyệt thế thần công, ghi chép Huyết Đao Kinh tâm pháp		Mật tịch		10	40	1			Huyết Đao Kinh là chí bảo võ học chốn Võ Lâm, tu luyện theo hướng dẫn trên tâm pháp này sẽ luyện thành Huyết Đao Kinh tâm pháp, nâng cao bội phần công lực!
Huyết Đao Kinh	0	107	50027	1	10	0	50001;1438;1439	80;80	40;60	80;80	40;60	80;80	40;60	80;80	40;60	40	0	\image\item\book\book_051a1.spr	\image\item\book\book_051a0.spr	Tuyệt thế thần công, ghi chép Huyết Đao Kinh tâm pháp		Mật tịch		10	40	1			Huyết Đao Kinh là chí bảo võ học chốn Võ Lâm, tu luyện theo hướng dẫn trên tâm pháp này sẽ luyện thành Huyết Đao Kinh tâm pháp, nâng cao bội phần công lực!
Huyết Đao Kinh	0	107	50028	1	10	0	50001;1440;1441	80;80	40;60	80;80	40;60	80;80	40;60	80;80	40;60	40	0	\image\item\book\book_051a1.spr	\image\item\book\book_051a0.spr	Tuyệt thế thần công, ghi chép Huyết Đao Kinh tâm pháp		Mật tịch		10	40	1			Huyết Đao Kinh là chí bảo võ học chốn Võ Lâm, tu luyện theo hướng dẫn trên tâm pháp này sẽ luyện thành Huyết Đao Kinh tâm pháp, nâng cao bội phần công lực!
Huyết Đao Kinh	0	107	50029	1	10	0	50001;1442;1443	80;80	40;60	80;80	40;60	80;80	40;60	80;80	40;60	40	0	\image\item\book\book_051a1.spr	\image\item\book\book_051a0.spr	Tuyệt thế thần công, ghi chép Huyết Đao Kinh tâm pháp		Mật tịch		10	40	1			Huyết Đao Kinh là chí bảo võ học chốn Võ Lâm, tu luyện theo hướng dẫn trên tâm pháp này sẽ luyện thành Huyết Đao Kinh tâm pháp, nâng cao bội phần công lực!
Huyết Đao Kinh	0	107	50030	1	10	0	50001;1444;1445	80;80	40;60	80;80	40;60	80;80	40;60	80;80	40;60	40	0	\image\item\book\book_051a1.spr	\image\item\book\book_051a0.spr	Tuyệt thế thần công, ghi chép Huyết Đao Kinh tâm pháp		Mật tịch		10	40	1			Huyết Đao Kinh là chí bảo võ học chốn Võ Lâm, tu luyện theo hướng dẫn trên tâm pháp này sẽ luyện thành Huyết Đao Kinh tâm pháp, nâng cao bội phần công lực!
Huyết Đao Kinh	0	107	50031	1	10	0	50001;1446;1447	80;80	40;60	80;80	40;60	80;80	40;60	80;80	40;60	40	0	\image\item\book\book_051a1.spr	\image\item\book\book_051a0.spr	Tuyệt thế thần công, ghi chép Huyết Đao Kinh tâm pháp		Mật tịch		10	40	1			Huyết Đao Kinh là chí bảo võ học chốn Võ Lâm, tu luyện theo hướng dẫn trên tâm pháp này sẽ luyện thành Huyết Đao Kinh tâm pháp, nâng cao bội phần công lực!
Huyết Đao Kinh	0	107	50032	1	10	0	50001;1448;1449	80;80	40;60	80;80	40;60	80;80	40;60	80;80	40;60	40	0	\image\item\book\book_051a1.spr	\image\item\book\book_051a0.spr	Tuyệt thế thần công, ghi chép Huyết Đao Kinh tâm pháp		Mật tịch		10	40	1			Huyết Đao Kinh là chí bảo võ học chốn Võ Lâm, tu luyện theo hướng dẫn trên tâm pháp này sẽ luyện thành Huyết Đao Kinh tâm pháp, nâng cao bội phần công lực!
Huyết Đao Kinh	0	107	50033	1	10	0	50001;1450;1451	80;80	40;60	80;80	40;60	80;80	40;60	80;80	40;60	40	0	\image\item\book\book_051a1.spr	\image\item\book\book_051a0.spr	Tuyệt thế thần công, ghi chép Huyết Đao Kinh tâm pháp		Mật tịch		10	40	1			Huyết Đao Kinh là chí bảo võ học chốn Võ Lâm, tu luyện theo hướng dẫn trên tâm pháp này sẽ luyện thành Huyết Đao Kinh tâm pháp, nâng cao bội phần công lực!
Huyết Đao Kinh	0	107	50034	1	10	0	50001;1452;1453	80;80	40;60	80;80	40;60	80;80	40;60	80;80	40;60	40	0	\image\item\book\book_051a1.spr	\image\item\book\book_051a0.spr	Tuyệt thế thần công, ghi chép Huyết Đao Kinh tâm pháp		Mật tịch		10	40	1			Huyết Đao Kinh là chí bảo võ học chốn Võ Lâm, tu luyện theo hướng dẫn trên tâm pháp này sẽ luyện thành Huyết Đao Kinh tâm pháp, nâng cao bội phần công lực!
Huyết Đao Kinh	0	107	50035	1	10	0	50001;1454;1455	80;80	40;60	80;80	40;60	80;80	40;60	80;80	40;60	40	0	\image\item\book\book_051a1.spr	\image\item\book\book_051a0.spr	Tuyệt thế thần công, ghi chép Huyết Đao Kinh tâm pháp		Mật tịch		10	40	1			Huyết Đao Kinh là chí bảo võ học chốn Võ Lâm, tu luyện theo hướng dẫn trên tâm pháp này sẽ luyện thành Huyết Đao Kinh tâm pháp, nâng cao bội phần công lực!
Huyết Đao Kinh	0	107	50036	1	10	0	50001;1456;1457	80;80	40;60	80;80	40;60	80;80	40;60	80;80	40;60	40	0	\image\item\book\book_051a1.spr	\image\item\book\book_051a0.spr	Tuyệt thế thần công, ghi chép Huyết Đao Kinh tâm pháp		Mật tịch		10	40	1			Huyết Đao Kinh là chí bảo võ học chốn Võ Lâm, tu luyện theo hướng dẫn trên tâm pháp này sẽ luyện thành Huyết Đao Kinh tâm pháp, nâng cao bội phần công lực!
Huyết Đao Kinh	0	107	50037	1	10	0	50001;1458;1459	80;80	40;60	80;80	40;60	80;80	40;60	80;80	40;60	40	0	\image\item\book\book_051a1.spr	\image\item\book\book_051a0.spr	Tuyệt thế thần công, ghi chép Huyết Đao Kinh tâm pháp		Mật tịch		10	40	1			Huyết Đao Kinh là chí bảo võ học chốn Võ Lâm, tu luyện theo hướng dẫn trên tâm pháp này sẽ luyện thành Huyết Đao Kinh tâm pháp, nâng cao bội phần công lực!
Huyết Đao Kinh	0	107	50038	1	10	0	50001;1460;1461	80;80	40;60	80;80	40;60	80;80	40;60	80;80	40;60	40	0	\image\item\book\book_051a1.spr	\image\item\book\book_051a0.spr	Tuyệt thế thần công, ghi chép Huyết Đao Kinh tâm pháp		Mật tịch		10	40	1			Huyết Đao Kinh là chí bảo võ học chốn Võ Lâm, tu luyện theo hướng dẫn trên tâm pháp này sẽ luyện thành Huyết Đao Kinh tâm pháp, nâng cao bội phần công lực!
Huyết Đao Kinh	0	107	50039	1	10	0	50001;1462;1463	80;80	40;60	80;80	40;60	80;80	40;60	80;80	40;60	40	0	\image\item\book\book_051a1.spr	\image\item\book\book_051a0.spr	Tuyệt thế thần công, ghi chép Huyết Đao Kinh tâm pháp		Mật tịch		10	40	1			Huyết Đao Kinh là chí bảo võ học chốn Võ Lâm, tu luyện theo hướng dẫn trên tâm pháp này sẽ luyện thành Huyết Đao Kinh tâm pháp, nâng cao bội phần công lực!
Huyết Đao Kinh	0	107	50040	1	10	0	50001;1464;1465	80;80	40;60	80;80	40;60	80;80	40;60	80;80	40;60	40	0	\image\item\book\book_051a1.spr	\image\item\book\book_051a0.spr	Tuyệt thế thần công, ghi chép Huyết Đao Kinh tâm pháp		Mật tịch		10	40	1			Huyết Đao Kinh là chí bảo võ học chốn Võ Lâm, tu luyện theo hướng dẫn trên tâm pháp này sẽ luyện thành Huyết Đao Kinh tâm pháp, nâng cao bội phần công lực!
