Tên	Loại hình chính	Loại hình phụ	Phân loại chi tiết	Nặng	Giá	Sếp chồng nhiều nhất	Hồi phục thuộc tính1	Trị số phục hồi thuộc tính mỗi nữa giây (1)	Hồi phục thuộc tính2	Trị số phục hồi thuộc tính mỗi nữa giây (2)	Hồi phục thuộc tính3	Trị số phục hồi thuộc tính mỗi nữa giây (3)	Hồi phục thuộc tính4	Trị số phục hồi thuộc tính mỗi nữa giây (4)	Thời gian duy trì hiệu lực (Số chẵn)	Lưu ( Chữ số)	Lưu ( Chữ số)	Hiện hình nhỏ trên giao diện	Hiện hình lớn trên giao diện	Thuyết minh	Lưu (chuỗi ký tự)	Khi vứt ra ngoài sẽ hiển thị tên	File gốc	Cấp	Có/không thể giao dịch (0 được,1 không được,)	Có/không thể vứt (0 được; 1 không được)	Lưu 2	Lưu 3
Tử Quang Bài	2	0	762	1	0	1												\image\item\other\skius_002a1.spr	\image\item\other\skius_002a0.spr	Có thể đổi 1000 điểm Tử Quang Các thành 5 Tử Quang Lệnh bài để sử dụng gia tăng các điểm Tử Quang Các khác		Nhiệm vụ	\script\missions\tong_mission\item\item_ziguangpai.lua		0	1		
Tử Quang Lệnh	2	0	763	1	0	1												\image\item\other\±±ÂèÁệÁợa1.spr	\image\item\other\±±ÂèÁệÁợa0.spr	Sử dụng tăng cho bản thân 100 điểm Tử Quang Các.		Nhiệm vụ	\script\missions\tong_mission\item\item_ziguangling.lua		0	1		
Bánh Trung Thu Giang Sơn	2	0	1000	1	0	999												\image\item\other\coll_035a1.spr	\image\item\other\coll_035a0.spr	Là loại bánh được mọi người yêu thích trong mùa Trung Thu, sau khi ăn có thể nhận được 10000 điểm kinh nghiệm. (Nhấn phím phải sử dụng, kinh nghiệm đối ứng với đẳng cấp người chơi)		Nhiệm vụ	\script\online\3festival\item07\jsyb_item.lua		2	1		
Bánh Trung Thu Giang Sơn Mỹ Vị 	2	0	1001	1	0	999												\image\item\other\holi_023a1.spr	\image\item\other\holi_023a0.spr	Bánh Trung Thu rất thơm ngon, cách làm rất cầu kỳ, sau khi ăn có thể tăng 200000 kinh nghiệm. (Nhấn phím phải sử dụng, kinh nghiệm đối ứng với đẳng cấp người chơi)		Đã khóa	\script\online\3festival\item07\jsmwyb_item.lua		2	1		
Bánh Trung Thu chân gà Giang Sơn	2	0	1002	1	0	999												\image\item\other\holi_023a1.spr	\image\item\other\holi_023a0.spr	Bánh Trung Thu nhân bằng thịt hun khói, sau khi ăn có thể nhận được 300000 kinh nghiệm. (Nhấn phím phải sử dụng, kinh nghiệm đối ứng với đẳng cấp người chơi)		Đã khóa	\script\online\3festival\item07\jshtyb_item.lua		2	1		
Bánh Trung Thu thịt mặn Giang Sơn	2	0	1003	1	0	999												\image\item\other\holi_023a1.spr	\image\item\other\holi_023a0.spr	Bánh trung thu nhân thịt, có thể dùng để đổi Bánh trung thu mỹ vị.		Đã khóa	\script\online\3festival\item07\jsxryb_item.lua		2	1		
Bánh Trung Thu Kim Hoa Giang Sơn	2	0	1004	1	0	999												\image\item\other\holi_023a1.spr	\image\item\other\holi_023a0.spr	Bánh Trung Thu nhân thịt đặc sản Kim Hoa, sau khi ăn có thể nhận được 400000 kinh nghiệm. (Nhấn phím phải sử dụng, kinh nghiệm đối ứng với đẳng cấp người chơi)		Đã khóa	\script\online\3festival\item07\jsjhyb_item.lua		2	1		
Bánh Trung Thu Xoài Giang Sơn	2	0	1005	1	0	999												\image\item\other\holi_023a1.spr	\image\item\other\holi_023a0.spr	Bánh Trung Thu nhân xoài, sau khi ăn tốc độ thi triển tăng 15%, kéo dài 30 giây. (Nhấn phím phải sử dụng)		Nhiệm vụ	\script\online\3festival\item07\jsmgyb_item.lua		2	1		
Bánh Trung Thu Sầu Riêng Giang Sơn	2	0	1006	1	0	999												\image\item\other\holi_023a1.spr	\image\item\other\holi_023a0.spr	Bánh Trung Thu nhân sầu riêng, sau khi ăn Tốc độ di chuyển tăng 20%, kéo dài 30 giây. (Nhấn phím phải sử dụng)		Nhiệm vụ	\script\online\3festival\item07\jsllyb_item.lua		2	1		
Bánh Trung Thu Xoài Giang Sơn	2	0	1007	1	0	999												\image\item\other\holi_023a1.spr	\image\item\other\holi_023a0.spr	Bánh Trung Thu nhân dâu, sau khi ăn giảm sát thương 30%, kéo dài 15 giây. (Nhấn phím phải sử dụng)		Nhiệm vụ	\script\online\3festival\item07\jscmyb_item.lua		2	1		
Thịnh Thế Mai Hàn Hương Nguyệt	2	0	1008	1	0	999												\image\item\other\holi_023a1.spr	\image\item\other\holi_023a0.spr	Bánh Trung Thu Thịnh Thế, có thể dùng đổi quà ở chỗ Niên sứ.		Đã khóa			2	1		
Thịnh Thế Bạch Ngọc Song Nguyệt	2	0	1009	1	0	999												\image\item\other\holi_023a1.spr	\image\item\other\holi_023a0.spr	Bánh Trung Thu Thịnh Thế, có thể dùng đổi quà ở chỗ Niên sứ.		Đã khóa			2	1		
Thịnh Thế Kỳ Hương Ngũ Nhân Nguyệt	2	0	1010	1	0	999												\image\item\other\holi_023a1.spr	\image\item\other\holi_023a0.spr	Bánh Trung Thu Thịnh Thế, có thể dùng đổi quà ở chỗ Niên sứ.		Đã khóa			2	1		
Thịnh Thế Bách Hoa Thập Cẩm Nguyệt	2	0	1011	1	0	999												\image\item\other\holi_023a1.spr	\image\item\other\holi_023a0.spr	Bánh Trung Thu Thịnh Thế, có thể dùng đổi quà ở chỗ Niên sứ.		Đã khóa			2	1		
Thịnh Thế Thất Tinh Bạn Quân Nguyệt	2	0	1012	1	0	999												\image\item\other\holi_023a1.spr	\image\item\other\holi_023a0.spr	Bánh Trung Thu Thịnh Thế, có thể dùng đổi quà ở chỗ Niên sứ.		Đã khóa			2	1		
Thịnh Thế Hằng Nga Thủy Tinh Nguyệt	2	0	1013	1	0	999												\image\item\other\holi_023a1.spr	\image\item\other\holi_023a0.spr	Bánh Trung Thu Thịnh Thế, có thể dùng đổi quà ở chỗ Niên sứ.		Đã khóa			2	1		
Bánh trung thu bị hỏng	2	0	1014	1	0	999												\image\item\other\coll_035a1.spr	\image\item\other\coll_035a0.spr	Bánh Trung Thu đã được nấu chín, rất thơm, sau khi ăn có thể nhận được 100000 kinh nghiệm. (Nhấn phím phải sử dụng, kinh nghiệm đối ứng với đẳng cấp người chơi)		Đã khóa	\script\online\3festival\item07\hhdyb_item.lua		2	1		
Bánh trung thu khét	2	0	1015	1	0	999												\image\item\other\coll_035a1.spr	\image\item\other\coll_035a0.spr	Sử dụng chẳng có tác dụng gì.		Đã khóa	\script\online\3festival\item07\sjdyb_item.lua		2	1		
Chìa khóa sắt Giang Sơn	2	0	1016	1	0	1												\image\item\other\ấÂấÀèỳễ¿³ìa1.spr	\image\item\other\ấÂấÀèỳễ¿³ìa0.spr	Chìa khóa sắt Giang Sơn, dùng để mở rương sắt Giang Sơn.		Đã khóa		1	2	1		
Chìa khóa đồng Giang Sơn	2	0	1017	1	0	1												\image\item\other\ấÂấÀÍưễ¿³ìa1.spr	\image\item\other\ấÂấÀÍưễ¿³ìa0.spr	Chìa khóa đồng Giang Sơn, dùng để mở rương đồng Giang Sơn.		Đã khóa		1	2	1		
Chìa khóa bạc Thịnh Thế	2	0	1018	1	0	1												\image\item\other\ẵưẫẵềứễ¿³ìa1.spr	\image\item\other\ẵưẫẵềứễ¿³ìa0.spr	Chìa khóa bạc Thịnh Thế, dùng để mở rương bạc Thịnh Thế.		Đã khóa		1	2	1		
Chìa khóa vàng Thịnh Thế	2	0	1019	1	0	1												\image\item\other\ẵưẫẵẵðễ¿³ìa1.spr	\image\item\other\ẵưẫẵẵðễ¿³ìa0.spr	Chìa khóa vàng Thịnh Thế, dùng để mở rương vàng Thịnh Thế.		Đã khóa		1	2	1		
Hộp bánh Trung Thu	2	0	1020	1	0	1												\image\item\other\coll_057a1.spr	\image\item\other\coll_057a0.spr	Vật phẩm thường thấy trong mùa Trung Thu, bên trong chứa nhiều loại bánh đặc biệt. <enter><color=Gold> (Có thể nhận được 1 cái bánh Trung Thu Thịnh Thế)		Thần bí	\script\online\3festival\item07\yuebinglihe.lua		0	1		
Hộp bánh Trung Thu lớn	2	0	1021	1	0	1												\image\item\other\coll_057a1.spr	\image\item\other\coll_057a0.spr	Vật phẩm thường thấy trong mùa Trung Thu, bên trong chứa nhiều loại bánh đặc biệt, hộp lớn. <enter><color=Gold> (Có thể nhận được 20 cái bánh Trung Thu Thịnh Thế)		Thần bí	\script\online\3festival\item07\yuebingdalihe.lua		0	1		
Tụ Linh Đỉnh	2	0	1022	1	0	1												\image\item\other\secr_018a1.spr	\image\item\other\secr_018a0.spr	Bảo đỉnh trong truyền thuyết được tiên nhân thượng cổ sử dụng, có thể dung nạp linh khí trên thế gian. <enter><color=Gold> (Nhấn phím phải sử dụng, nhận được Linh thạch ngẫu nhiên, phối chế)		Đã khóa	\script\item\jubaoping.lua		2	1		
Danh sách võ lâm minh	2	0	1023	1	0	1												\image\item\other\secr_022a1.spr	\image\item\other\secr_022a0.spr	Ghi lại tên nhân sĩ danh tiếng trên gian hồ. <enter><color=Gold> (Sử dụng ở chỗ sứ giả Võ lâm, nhận phần thưởng Võ lâm mỗi ngày)		Thần bí		1	2	0		
Danh sách người chơi thân thiết	2	0	1024	1	0	1												\image\item\other\secr_022a1.spr	\image\item\other\secr_022a0.spr	Ghi lại tên người chơi thân thiết trong Võ Lâm 2. <enter><color=Gold> (Sử dụng ở chỗ Niên sứ, nhận phần thưởng bánh Trung Thu mỗi ngày)		Thần bí		1	2	0		
Giang Sơn thiết bảo rương	2	0	1025	1	0	999												\image\item\other\ấÂấÀèỳ±Ưẽọa1.spr	\image\item\other\ấÂấÀèỳ±Ưẽọa0.spr	Bảo rương Võ lâm minh, bên trong chứa rất nhiều đồ vật hiếm thấy. (Nhấn phím phải sử dụng, cần có Chìa khóa sắt Giang Sơn)		Thần bí	\script\online\3festival\item07\tiebox.lua		0	1		
Giang Sơn đồng bảo rương	2	0	1026	1	0	999												\image\item\other\ấÂấÀÍư±Ưẽọa1.spr	\image\item\other\ấÂấÀÍư±Ưẽọa0.spr	Bảo rương Võ lâm minh, bên trong chứa rất nhiều đồ vật hiếm thấy. (Nhấn phím phải sử dụng, cần có Chìa khóa đồng Giang Sơn)		Thần bí	\script\online\3festival\item07\tongbox.lua		0	1		
Thành Thế ngân bảo rương	2	0	1027	1	0	999												\image\item\other\ẵưẫẵềứ±Ưẽọa1.spr	\image\item\other\ẵưẫẵềứ±Ưẽọa0.spr	Bảo rương Võ lâm minh, bên trong chứa rất nhiều đồ vật hiếm thấy. (Nhấn phím phải sử dụng, cần có Chìa khóa bạc Thịnh Thế)		Thần bí	\script\online\3festival\item07\yinbox.lua		0	1		
Thành Thế kim bảo rương	2	0	1028	1	0	999												\image\item\other\ẵưẫẵẵð±Ưẽọa1.spr	\image\item\other\ẵưẫẵẵð±Ưẽọa0.spr	Bảo rương Võ lâm minh, bên trong chứa rất nhiều đồ vật hiếm thấy. (Nhấn phím phải sử dụng, cần có Chìa khóa vàng Thịnh Thế)		Thần bí	\script\online\3festival\item07\jinbox.lua		0	1		
Thẻ kỷ niệm mừng Võ Lâm tròn 2 năm	2	0	1029	0	0	9999												\image\item\other\ảỵệĩÄờẳÍÄợ¿ăa1.spr	\image\item\other\ảỵệĩÄờẳÍÄợ¿ăa0.spr	Thẻ kỷ niệm do Võ lâm 2 phát khi tròn hai năm, có thể dùng để đổi phần thưởng ở chỗ Niên sứ.		Đã khóa			2	1		
Chỉ nam hoạt động Tam tiết liên thông	2	0	1030	0	0	1												\image\item\other\coll_067a1.spr	\image\item\other\coll_067a0.spr	Ghi nhớ hoạt động Trung thu, Quốc khánh, kỷ niệm 3 năm Võ Lâm 2, chuột phải để tra xem		Nhiệm vụ	\script\online\3festival\item\festival_book_item.lua		0	0		
Địch binh Hộ giáp	2	0	764	0	0	999												\image\item\other\quest_004a1.spr	\image\item\other\quest_004a0.spr	Hộ giáp chỉ có kẻ thù đầu mục mới có thể mặc 		Thần bí			2	1		
Huân chương thành thị	2	0	765	0	0	999												\image\item\other\Åọãẵa1.spr	\image\item\other\Åọãẵa0.spr	Minh chứng sự anh dũng trong chiến đấu		Thần bí			2	1		
Bao huân chương thành thị	2	0	766	0	0	999												\image\item\other\coll_038a1.spr	\image\item\other\coll_038a0.spr	Mở ra sẽ nhận được 10 huân chương thành thị, những huân chương này là vật phẩm được khóa sau khi mở sẽ không thể giao dịch		Thần bí	\script\gongcheng\city_manage\jiangzhangbao.lua		0	1		
Bích Dao Thanh Tâm Đơn	2	0	1031	1	0	1												\image\item\usable\ếýễêằỉéÄàÔa1.spr	\image\item\usable\ếýễêằỉéÄàÔa0.spr	Lấy tiên khí bao bộc Côn Lôn sơn và tinh hoa tự nhiên luyện thành, có thể khống chế tính ma. (Nhấn phím phải để xem)		Nhiệm vụ	\script\missions\northwest_mission\item\biyaoqingxindan.lua		0	0		
Hồi Long sách	2	0	1032	1	0	1												\image\item\other\coll_089a1.spr	\image\item\other\coll_089a0.spr	Kẻ đào mồ rất ưa thích, có thể dùng để mở cơ quan mộ thất. (Nhấn phím phải để xem)		Nhiệm vụ	\script\missions\northwest_mission\item\huilongsuo.lua		0	0		
Toái Thạch Chấn	2	0	1033	1	0	1												\image\item\other\suishizhen_a1.spr	\image\item\other\suishizhen_a0.spr	Dụng cụ đào mộ hỏa rất được ưa chuộng, uy lực lớn, có sức công phá hỏa ở phạm vi lớn. (Nhấn phím phải để xem)		Nhiệm vụ	\script\missions\northwest_mission\item\suishizhen.lua		0	0		
Tích Dương Tinh Hoa	2	0	1034	1	0	1												\image\item\usable\ẻịẳôẽẫàÔa1.spr	\image\item\usable\ẻịẳôẽẫàÔa0.spr	Là dược phẩm được chế tạo từ 3 loại tinh hoa của thái dương, khắc tinh của Dược Nhân Thảo. (Nhấn phím phải để xem)		Nhiệm vụ	\script\missions\northwest_mission\item\lieyangjinghua.lua		0	0		
Ngũ Hành Kỳ Phiên	2	0	1035	1	0	1												\image\item\other\ẻồééÁợặỡa1.spr	\image\item\other\ẻồééÁợặỡa0.spr	Ký hiệu Ngũ hành sứ lưu lại khi truy sát phản đồ, dùng để cảnh báo những kẻ có mưu đồ tạo phản. (Nhấn phím phải để xem)		Nhiệm vụ	\script\missions\northwest_mission\item\wuxingqifan.lua		0	0		
La bàn	2	0	1036	1	0	1												\image\item\other\Âịáýa1.spr	\image\item\other\Âịáýa0.spr	La bàn tinh xảo, làm bằng cát, dùng để chỉ phương hướng trên sa mạc, nhưng khi đến được điểm cuối thì lực cát sẽ không còn tác dụng. (Nhấn phím phải để xem)		Nhiệm vụ	\script\missions\northwest_mission\item\cishaluopan.lua		0	0		
Thiệp dự tiệc Long Môn	2	0	1037	1	0	1												\image\item\other\qingjian_a1.spr	\image\item\other\qingjian_a0.spr	Thiệp mời của Lý Nguyên Khánh , dùng để mời tiệc các cao thủ võ lâm tại quán trọ Long môn, nhằm tiếp đãi chu đáo các cao thủ. (Nhấn chuột phải để xem)		Nhiệm vụ	\script\missions\northwest_mission\item\longmenyanqingjian.lua		0	0		
Đèn cầy lớn	2	0	1038	1	0	10												\image\item\other\À¯ệũa1.spr	\image\item\other\À¯ệũa0.spr	Đây là vật phẩm rất cần thiết khi đào mộ, dùng để phân biệt tà ác mạnh yếu, thời gian cháy rất dài.		Nhiệm vụ			1	1		
Đèn cầy vừa	2	0	1039	1	0	10												\image\item\other\À¯ệũa1.spr	\image\item\other\À¯ệũa0.spr	Đây là vật phẩm rất cần thiết khi đào mộ, dùng để phân biệt tà ác mạnh yếu, thời gian cháy khá dài.		Nhiệm vụ			1	1		
Đèn cầy nhỏ	2	0	1040	1	0	10												\image\item\other\À¯ệũa1.spr	\image\item\other\À¯ệũa0.spr	Đây là vật phẩm rất cần thiết khi đào mộ, dùng để phân biệt tà ác mạnh yếu, thời gian cháy ngắn.		Nhiệm vụ			1	1		
Phá huyền kính	2	0	1041	1	0	1												\image\item\other\pohuanjing_a1.spr	\image\item\other\pohuanjing_a0.spr	Bảo vật nằm trong bảo rương của vùng cuối sa mạc, ẩn chứa pháp lực. Có kính này có thể phá giải hoang tưởng, hiện ra nguyên hình.		Nhiệm vụ			1	1		
Nguyệt Lượng Tiên đơn 	2	0	1042	1	0	99												\image\item\other\ễÂÁÁẽẫàÔa1.spr	\image\item\other\ễÂÁÁẽẫàÔa0.spr	Sau khi dùng sẽ tăng thêm 60 viên tiên đơn trong [Nguyệt Lượng Thố luyện đơn lư], mỗi ngày có thể nhận được nhiều nhất 99 viên.		Thần bí	\script\online\abluemoon\item\moon_elixir.lua		0	1		
Nguyệt Lượng Thố luyện đơn lư	2	0	1043	1	0	1												\image\item\other\ễÂÁÁÍÃÁảàÔÂ¯a1.spr	\image\item\other\ễÂÁÁÍÃÁảàÔÂ¯a0.spr	Một cái lò luyện đơn thần kỳ, có thể luyện và chứa tiên đơn, có thể có đơn dược hiếm từ lò này.		Đã khóa	\script\online\abluemoon\item\moon_furnace.lua		1	1		
[Bí chế] Tẩy Tủy đơn	2	0	1044	1	0	999												\image\item\usable\rich_001a1.spr	\image\item\usable\rich_001a0.spr	Giúp hồi phục gân cốt<enter> <color=Gold>(Phân phối lại 5 điểm tiềm năng tùy ý)		Thần bí	\script\item\item_billing\mizhixisuidan.lua	1	2	1		
[Bí chế] Tẩy Tủy linh đơn	2	0	1045	1	0	999												\image\item\usable\rich_002a1.spr	\image\item\usable\rich_002a0.spr	Các tiên nhân đặc biệt bào chế cho người muốn chuyển hướng luyện công<enter> <color=Gold>(Tùy ý phân phối lại điểm tiềm năng)		Thần bí	\script\item\item_billing\mizhixisuilingdan.lua	1	2	1		
[Bí chế] Bát Bảo Tẩy Tủy Tiên Đơn 	2	0	1046	1	0	999												\image\item\usable\rich_003a1.spr	\image\item\usable\rich_003a0.spr	Thần dược của Thái Thượng lão quân chế luyện<enter> <color=Gold>Tẩy lại tất cả điểm tiềm năng.		Thần bí	\script\item\item_billing\mizhibabaoxisuixiandan.lua	1	2	1		
Chìa khóa vàng	2	0	1050	0	0	1												\image\item\other\ẵưẫẵẵðễ¿³ìa1.spr	\image\item\other\ẵưẫẵẵðễ¿³ìa0.spr	Vật thần kỳ, mở được 1 trang mới trong rương chứa đồ.		Đã khóa	\script\item\chest_golden_key.lua	1	1	1		
Tiên Phong lệnh bài bao	2	0	1051	0	0	999												\image\item\other\coll_038a1.spr	\image\item\other\coll_038a0.spr	Nhấn phím phải, sẽ nhận được 10 lệnh bài Tiên Phong Công thành chiến.			\script\item\gongchenxianfeng.lua		1	1		
Dũng Sĩ lệnh bài bao	2	0	1052	0	0	999												\image\item\other\coll_038a1.spr	\image\item\other\coll_038a0.spr	Nhấn phím phải, sẽ nhận được 10 lệnh bài Dũng Sĩ Công thành chiến.			\script\item\gongchenyongshi.lua		1	1		
Thiếu Lâm bảo rương	2	0	767	0	0	1												\image\item\other\quest_069a1.spr	\image\item\other\quest_069a0.spr	Thiếu Lâm bảo rương, có thể chứa các loại vật phẩm mật thất của Thiếu Lâm 		Nhiệm vụ			2	0		
Đường Môn bảo rương	2	0	768	0	0	1												\image\item\other\quest_069a1.spr	\image\item\other\quest_069a0.spr	Đường Môn bảo rương, có thể chứa các loại vật phẩm mật thất của Thiếu Lâm 		Nhiệm vụ			2	0		
Nga My bảo rương	2	0	769	0	0	1												\image\item\other\quest_069a1.spr	\image\item\other\quest_069a0.spr	Nga My bảo rương, có thể chứa các loại vật phẩm mật thất của Thiếu Lâm 		Nhiệm vụ			2	0		
Cái Bang bảo rương	2	0	770	0	0	1												\image\item\other\quest_069a1.spr	\image\item\other\quest_069a0.spr	Cái Bang bảo rương, có thể chứa các loại vật phẩm mật thất của Thiếu Lâm 		Nhiệm vụ			2	0		
Võ Đang bảo rương	2	0	771	0	0	1												\image\item\other\quest_069a1.spr	\image\item\other\quest_069a0.spr	Võ Đang bảo rương, có thể chứa các loại vật phẩm mật thất của Thiếu Lâm 		Nhiệm vụ			2	0		
Dương Môn bảo rương	2	0	772	0	0	1												\image\item\other\quest_069a1.spr	\image\item\other\quest_069a0.spr	Dương Môn bảo rương, có thể chứa các loại vật phẩm mật thất của Thiếu Lâm 		Nhiệm vụ			2	0		
Ngũ Độc bảo rương	2	0	773	0	0	1												\image\item\other\quest_069a1.spr	\image\item\other\quest_069a0.spr	Ngũ Độc bảo rương, có thể chứa các loại vật phẩm mật thất của Thiếu Lâm 		Nhiệm vụ			2	0		
Thúy Yên bảo rương	2	0	774	0	0	1												\image\item\other\quest_069a1.spr	\image\item\other\quest_069a0.spr	Thúy Yên bảo rương, có thể chứa các loại vật phẩm mật thất của Thiếu Lâm 		Nhiệm vụ			2	0		
Côn Lôn bảo rương	2	0	775	0	0	1												\image\item\other\quest_069a1.spr	\image\item\other\quest_069a0.spr	Côn Lôn bảo rương, có thể chứa các loại vật phẩm mật thất của Thiếu Lâm 		Nhiệm vụ			2	0		
Minh Giáo bảo rương	2	0	776	0	0	1												\image\item\other\quest_069a1.spr	\image\item\other\quest_069a0.spr	Minh Giáo bảo rương, có thể chứa các loại vật phẩm mật thất của Thiếu Lâm 		Nhiệm vụ			2	0		
Cơ Quan Thạch	2	0	1047	0	0	1												\image\item\other\coll_026a1.spr	\image\item\other\coll_026a0.spr	Viên đá dùng để mở mật thất sư môn, khi mở cơ quan thì sẽ tiêu hao hết tất cả đá		Nhiệm vụ			2	1		
Sư môn mật thất lệnh	2	0	1048	0	0	999												\image\item\other\skius_008a1.spr	\image\item\other\skius_008a0.spr	Vật phẩm mật thất, có công dụng đặc biệt		Nhiệm vụ			0	1		
Túi sư môn mật thất lệnh	2	0	1049	0	0	1												\image\item\other\coll_038a1.spr	\image\item\other\coll_038a0.spr	Mở túi được 5 Sư môn mật thất lệnh		Nhiệm vụ	\script\item\item_billing\shimenmishilingbao.lua		0	1		
Mật thất truyền tống lệnh	2	0	1054	0	0	1												\image\item\other\±±ÂèÁệÁợa1.spr	\image\item\other\±±ÂèÁệÁợa0.spr	Sau khi sử dụng có thể được chuyển trực tiếp từ thành thị vào mật thất, không bị bất cứ hạn chế từ server, nhưng sẽ tiêu hao mật lệnh sư môn		Nhiệm vụ	\script\item\item_billing\back_room_ticket.lua		0	1		
Mật đồ nhiệm vụ (hộp)	2	0	777	1	0	1												\image\item\other\coll_057a1.spr	\image\item\other\coll_057a0.spr	Hộp chứa mật đồ nhiệm vụ, không biết là nhiệm vụ nào. <enter><color=Gold>(nhận ngẫu nhiên 1 tấm mật đồ nhiệm vụ)		Nhiệm vụ	\script\online\qingming08\item\renwuhezi.lua		0	1		
Rương Mạt chược	2	0	1059	0	0	1												\image\item\other\quest_069a1.spr	\image\item\other\quest_069a0.spr	Chuột phải có thể truy cập và tra xem Mạt chược.		Thần bí	\script\online\laborday08\item\mah_jong_box.lua		2	1		
Rương Thiên Địa Huyền Hoàng Quán	2	0	1055	0	0	1												\image\item\other\ễÂÁÁÍÃèỳ±Ưẽọa1.spr	\image\item\other\ễÂÁÁÍÃèỳ±Ưẽọa0.spr	Rương chứa nón Thiên Địa Huyền Hoàng.<enter><color=Gold>(Chuột phải sử dụng)		Thần bí	\script\online\laborday08\item\tiandibox.lua		0	1		
Rương Thiên Địa Huyền Hoàng Giáp	2	0	1056	0	0	1												\image\item\other\ễÂÁÁÍÃèỳ±Ưẽọa1.spr	\image\item\other\ễÂÁÁÍÃèỳ±Ưẽọa0.spr	Rương chứa hộ giáp Thiên Địa Huyền Hoàng.<enter><color=Gold>(Chuột phải sử dụng)		Thần bí	\script\online\laborday08\item\tiandibox.lua		0	1		
Rương Thiên Địa Huyền Hoàng Trang	2	0	1057	0	0	1												\image\item\other\ễÂÁÁÍÃèỳ±Ưẽọa1.spr	\image\item\other\ễÂÁÁÍÃèỳ±Ưẽọa0.spr	Rương chứa hạ y Thiên Địa Huyền Hoàng.<enter><color=Gold>(Chuột phải sử dụng)		Thần bí	\script\online\laborday08\item\tiandibox.lua		0	1		
Rương Thiên Địa Huyền Hoàng vũ khí	2	0	1058	0	0	1												\image\item\other\ễÂÁÁÍÃèỳ±Ưẽọa1.spr	\image\item\other\ễÂÁÁÍÃèỳ±Ưẽọa0.spr	Rương chứa vũ khí Thiên Địa Huyền Hoàng.<enter><color=Gold>(Chuột phải sử dụng)		Thần bí	\script\online\laborday08\item\tiandibox.lua		0	1		
Thần Mộc Vương Đỉnh	2	0	1063	0	0	1												\image\item\other\ẫủÄắÍừảƯa1.spr	\image\item\other\ẫủÄắÍừảƯa0.spr	Tinh Tú Hải Thần Khí, sau bị Ngũ Độc giáo chiếm dụng. Bản thân phát ra nhiều mùi hương rất lạ, thắp lên có thể thu hút côn trùng cực độc trong 10 dặm tìm đến.		Thần bí	\script\item\guding.lua		2	1		
Tỷ võ đại hội bài	2	0	1064	0	0	999												\image\item\other\±ẩẻọ´úằỏÁợÅặa1.spr	\image\item\other\±ẩẻọ´úằỏÁợÅặa0.spr	Lệnh Bài do Thần Võ Viện chế tạo, có thể giao cho Chân Tử Đơn		Nhiệm vụ			2	1		
Tử Quang Thiên Thạch	2	0	1065	0	0	99												\image\item\other\smeta_001a1.spr	\image\item\other\smeta_001a0.spr	Chuột phải sử dụng, khi độ cường hóa trang bị Tử Quang dưới 4, cường hóa trang bị đến 4.		Nhiệm vụ	\script\online\callbackplayer\item\ziguangshi.lua		2	1		
Tử Quang Địa Thạch	2	0	1066	0	0	99												\image\item\other\smeta_001a1.spr	\image\item\other\smeta_001a0.spr	Chuột phải sử dụng, khi độ cường hóa trang bị Tử Quang là 4, cường hóa trang bị đến 5.		Nhiệm vụ	\script\online\callbackplayer\item\ziguangshi.lua		2	1		
Tử Quang Huyền Thạch	2	0	1067	0	0	99												\image\item\other\smeta_001a1.spr	\image\item\other\smeta_001a0.spr	Chuột phải sử dụng, khi độ cường hóa trang bị Tử Quang là 5, cường hóa trang bị đến 6.		Nhiệm vụ	\script\online\callbackplayer\item\ziguangshi.lua		2	1		
Tử Quang Hoàng Thạch	2	0	1068	0	0	99												\image\item\other\smeta_001a1.spr	\image\item\other\smeta_001a0.spr	Chuột phải sử dụng, khi độ cường hóa trang bị Tử Quang là 6, cường hóa trang bị đến 7.		Nhiệm vụ	\script\online\callbackplayer\item\ziguangshi.lua		2	1		
Thư mời tỷ võ Thiên hạ đệ nhất	2	0	1069	0	0	999												\image\item\other\secr_022a1.spr	\image\item\other\secr_022a0.spr	Thư mời tham gia hoạt động Đại hội tỷ võ (có thể tham gia Thiên Cơ Thần Toán, Đoạt bảo kỳ binh, Hội thắp đèn).		Nhiệm vụ			2	0		
Túi vinh dự Đại hội tỷ võ	2	0	1070	0	0	999												\image\item\other\coll_038a1.spr	\image\item\other\coll_038a0.spr	Chuột phải, có thể nhận phần thưởng Đại hội tỷ võ.		Nhiệm vụ	\script\item\biwurongyaobao.lua		2	1		
Vua sao	2	0	1071	0	0	1												\image\item\other\éầéầÀủằăa1.spr	\image\item\other\éầéầÀủằăa0.spr	Dùng 7 viên 'Sao băng' hợp thành 'Vua Sao', có ánh sáng chói lòa.		Đã khóa	\script\online\qixi08\star\item_star_king.lua		2	1		
Chìa Khóa Ngọc Huy Hoàng	2	0	1072	1	0	1												\image\item\other\ằễằÍểủễ¿³ìa1.spr	\image\item\other\ằễằÍểủễ¿³ìa0.spr	Chìa khóa ngọc huy hoàng, dùng để mở Hộp bài ngọc huy hoàng.		Đã khóa		1	2	1		
Chìa Khóa Đồng Huy Hoàng	2	0	1073	1	0	1												\image\item\other\ằễằÍÍưễ¿³ìa1.spr	\image\item\other\ằễằÍÍưễ¿³ìa0.spr	Chìa khóa đồng huy hoàng, dùng để mở Hộp bài đồng huy hoàng.		Đã khóa		1	2	1		
